mass,logg,Teff
1.4278808961648333,4.297857614310061,7041.111287799136
1.442394486494904,4.293901787640223,7089.584855199233
1.4570949797779886,4.290597345352294,7140.00648588013
1.4746751935508249,4.28752634929484,7202.581866963042
1.49203044145047,4.285187495183744,7266.643722155425
1.5766141117415589,4.277124497924621,7580.8539228905265
1.5935254042520022,4.275216848628651,7640.233137760158
1.613248199541532,4.273396907170238,7710.756697066414
1.6352420753863683,4.270911918763533,7785.907814800765
1.6528228182633455,4.268732566205644,7845.007696502049
1.67270858720146,4.26580663490291,7909.06953050498
1.6919887764755273,4.262701511685274,7968.464062129826
1.711061164885688,4.25977688253248,8027.340044253889
1.7321279355571042,4.256906001968185,8094.5006460875775
1.7546953815409927,4.253611706188972,8165.019178415578
1.7792639923203826,4.249999322122787,8240.921363613495
1.7969618810434629,4.247988998256022,8298.251957317018
1.820448330994438,4.246126006315854,8380.122451527559
1.8428443119750304,4.242710636913111,8447.314394584051
1.8589070959103755,4.240635610165951,8498.125406643223
1.8827264698327408,4.237182887795356,8570.023417632034
1.907155925688352,4.233428155813272,8643.697950129783
1.9308406169404793,4.229582509013775,8714.182974165038
1.953716015928248,4.225465418696212,8779.190645142791
1.9757263683174164,4.2217377810877394,8843.82601569048
1.9984742201486236,4.217851916966163,8910.357848927719
2.0258700470486284,4.211977636894902,8981.812737598306
2.048326718752904,4.207243521636992,9041.24485058146
2.074042298277994,4.201549814361339,9107.915653196822
2.0971816666354655,4.1971311817821215,9172.473417764464
2.118841650620385,4.192191684396483,9228.166811997766
2.1464476699664017,4.185578066799442,9296.233638894886
2.1668434195751125,4.180445907504862,9345.078609509823
2.1907884936953046,4.174339265066552,9402.320785292191
2.2194026440636065,4.166993582101419,9470.221608353113
2.2480719656944093,4.159293623047903,9536.544540613193
2.272200684251489,4.152611755848944,9591.259931485327
2.2964467622466005,4.145714674980543,9644.97895210407
2.325068660731742,4.136820854053075,9703.237933666427
2.3506906737270006,4.129080917145517,9757.413720097617
2.3737491116342744,4.121369912169346,9801.719667849962
2.3980555991874986,4.113325518023976,9848.76493447593
2.4273203560409566,4.103199390447376,9903.019787900623
2.452266675855003,4.0941387851289095,9946.212409505739
2.4809752442450064,4.083271080435696,9994.418768144431
2.5086317491377814,4.071932843170023,10034.730911722056
2.533713274170589,4.061734059506263,10072.538662715351
2.5604755973070885,4.0499073874826,10106.730169176026
2.5844959092362143,4.03917174788938,10137.798045744863
2.609771843372109,4.027549142858305,10168.064742023955
2.6382331887457258,4.013413571661006,10195.391407175526
2.661059127985336,4.0016189272087,10214.702230359346
2.6930314815802783,3.984593938412601,10241.16818099619
2.7140604440686067,3.971926854333115,10248.078938326677
2.7369143373521627,3.9584119377066815,10258.765185248778
2.768455387865517,3.939092342027521,10268.821948661584
2.7789261525027165,3.9321117020938225,10269.510240264699
2.7926751027775416,3.9226738837229806,10267.527970273804
2.805986844516984,3.9136339661949457,10265.465693952796
2.81888283295606,3.9049217161686425,10263.113079501152
2.8315501196188526,3.896052604903834,10259.242349795237
2.84399177291292,3.887052206215559,10254.009178862043
2.856191924545005,3.8779211505189775,10247.330387821914
2.8681555275984287,3.8686515562325776,10239.207199644614
2.8798595065386627,3.859258190443436,10229.563794245036
2.891328411685648,3.8497473760167087,10218.621658464313
2.902523894530943,3.840111575619328,10206.096551486466
2.913458670003142,3.830372088851164,10192.171507237004
2.9241085934990165,3.8205178257693593,10176.674426020707
2.934501497999092,3.810586430823727,10159.818519443967
2.944603923730167,3.800532004310424,10141.53966435036
2.954449973919527,3.790408138900173,10121.958293829164
2.964004336777811,3.780204386552637,10100.92999702591
2.973302295269065,3.7699329717885113,10078.704856771055
2.9823280191466615,3.7595966283121824,10055.211763986563
2.9910988735684403,3.7492111862231257,10030.573518019963
2.9996503923968496,3.7387799665110872,10004.64692666823
